seq,frame,track_id,lost_duration,gpr_sigma_px,cost,track_recent_speed,implied_speed,motion_ratio,nearest_active_iou,nearest_active_dist,n_neighbors,track_last_cx,track_last_cy,track_last_w,track_last_h,pred_cx,pred_cy,pred_w,pred_h,det_cx,det_cy,det_w,det_h,det_score,is_correct,gt_id_det,gt_id_track,iou_det,iou_track,reason
MOT20-01,30,15,2,3.622667796159971,0.2152482799129058,3.0129741968885098,2.8074344140624907,0.931781764663541,0.4777250770077707,40.96691410568959,1,1135.28014182812,720.6099083387273,65.43536447985643,177.42749203927414,1137.5846142839755,724.2513523744574,71.23890877230633,177.29861584426226,1138.4598999023438,715.982177734375,61.4732666015625,168.75,0.477029800415039,False,37.0,15.0,0.5979522457392908,0.6240572309788306,ok
MOT20-01,73,27,1,6.44408662329941,0.201228552489165,4.242842511383424,7.053851661724688,1.662529693902003,0.5735536520191591,20.60446189824669,2,1411.9918056617753,771.6477562459347,75.31157280529992,202.885214503686,1413.0987022615209,771.4108019065594,77.18715059019587,202.95782043732905,1405.446533203125,769.0178833007812,74.732177734375,207.3214111328125,0.5846397876739502,True,8.0,8.0,0.8374896938508307,0.8788754026690698,ok
MOT20-01,95,29,1,1.838305039090567,0.1172625049456923,2.09220782250024,5.619016817528193,2.685687701336156,0.6442334276777535,14.107158197094988,1,1124.1329525698386,652.6056228002328,57.957144408192256,147.3032334358296,1126.3576605791984,653.6961440352171,57.89856018629416,147.00159653117726,1128.21435546875,656.4676818847656,56.65185546875,156.39508056640625,0.5605278015136719,True,30.0,30.0,0.7711568628398937,0.7623519182696716,ok
MOT20-01,100,19,1,5.687171522772226,0.1970991845650133,3.527046110374502,5.261718302878313,1.4918201061793386,0.217635191785846,77.1718047161398,1,1262.7878535420652,650.8217916632815,61.61502284648366,152.446112694584,1262.7864416725388,646.496536938827,61.248989794076806,152.2142776430835,1268.0357666015625,650.4408874511719,62.678466796875,152.77899169921875,0.5860426425933838,True,35.0,35.0,0.8717428358966922,0.8907641819033305,ok
MOT20-01,102,19,3,6.650772600042299,0.4012831405784898,3.527046110374502,5.50436266074014,1.5606154522759232,0.3012023708197221,73.70989814105187,1,1262.7878535420652,650.8217916632815,61.61502284648366,152.446112694584,1266.2358629817666,645.1360340712929,61.248989794076806,152.2142776430835,1278.884033203125,654.5089416503906,67.5,166.33929443359375,0.1258307695388794,True,35.0,35.0,0.7730740534307008,0.8907641819033305,ok
MOT20-01,128,29,1,6.968412454432177,0.1171081138717349,4.338119107503441,3.3165544525680875,0.7645143829342074,0.5033108415490121,23.134386018750256,1,1211.081097453366,668.1441549672074,64.93137132501899,168.9812678254395,1211.2626593403495,664.2655696142654,63.034690284558565,164.20719243071858,1212.2880249023438,671.2333068847656,65.6920166015625,176.28350830078125,0.5320014953613281,True,30.0,30.0,0.8497101762249393,0.8802783174444617,ok
MOT20-01,131,29,4,7.928562784642596,0.1322780389681269,4.338119107503441,2.410923516518639,0.5557531862941656,0.5158020860786553,21.08071003434564,1,1211.081097453366,668.1441549672074,64.93137132501899,168.9812678254395,1219.5655047583125,664.9976104702093,63.034690284558565,164.20719243071858,1216.8080444335938,660.3851013183594,63.8839111328125,164.22991943359375,0.161045491695404,True,30.0,30.0,0.8352313988456485,0.8802783174444617,ok
MOT20-01,144,29,1,5.831900997098721,0.1589436187225404,4.04289635835792,4.587306565616584,1.1346584623999076,0.1533308237601603,53.12542487479888,1,1246.07262949711,674.6326815037746,67.36901886961792,169.60478793960456,1242.7623051847006,675.6950855903538,67.10620721909254,168.47685057244826,1247.2433471679688,679.0680847167969,65.6920166015625,172.66741943359375,0.2965693473815918,False,9.0,29.0,0.7870493951624938,0.8573775920924611,ok
MOT20-01,147,29,1,5.161881890771761,0.0523266113405201,3.002269828435004,2.6141496633699437,0.8707244227720278,0.157296221564447,59.98426719801396,1,1251.1036231200023,675.889463798694,65.1681204859294,166.0801304166471,1253.3953726983757,675.7931570673919,65.5893807635598,169.1404580870801,1252.66748046875,673.794677734375,64.486572265625,163.9285888671875,0.3206014633178711,True,30.0,30.0,0.8725410300673934,0.8427918397383892,ok
MOT20-01,148,28,2,2.800844498672123,0.1308307042974811,4.168724955473158,1.0585959978999888,0.2539375970367506,0.5645972073110455,27.86599496044532,1,1040.4729916295578,686.2230193102081,66.70392441913665,180.21264541584333,1040.0993463633697,680.3427157881564,66.9726905058128,173.41906434374073,1042.031280517578,687.6562805175781,66.29461669921875,179.59820556640625,0.2289361953735351,True,28.0,28.0,0.8965770679664488,0.8830767745982002,ok
