seq,frame,track_id,lost_duration,gpr_sigma_px,cost,track_recent_speed,implied_speed,motion_ratio,nearest_active_iou,nearest_active_dist,n_neighbors,track_last_cx,track_last_cy,track_last_w,track_last_h,pred_cx,pred_cy,pred_w,pred_h,det_cx,det_cy,det_w,det_h,det_score
MOT20-01,30,15,2,3.622667796159971,0.21524827991290585,3.0129741968885098,2.8074344140624907,0.931781764663541,0.4777250770077707,40.96691410568959,1,1135.2801418281201,720.6099083387273,65.43536447985643,177.42749203927414,1137.5846142839757,724.2513523744574,71.23890877230633,177.29861584426226,1138.4598999023438,715.982177734375,61.4732666015625,168.75,0.47702980041503906
MOT20-01,73,27,1,6.44408662329941,0.20122855248916505,4.242842511383424,7.053851661724688,1.6625296939020027,0.5735536520191591,20.60446189824669,2,1411.9918056617753,771.6477562459347,75.31157280529992,202.885214503686,1413.0987022615207,771.4108019065594,77.18715059019587,202.95782043732902,1405.446533203125,769.0178833007812,74.732177734375,207.3214111328125,0.5846397876739502
MOT20-01,95,29,1,1.838305039090567,0.11726250494569235,2.0922078225002396,5.619016817528193,2.685687701336156,0.6442334276777535,14.107158197094988,1,1124.1329525698386,652.6056228002328,57.957144408192256,147.3032334358296,1126.3576605791984,653.6961440352171,57.89856018629416,147.00159653117726,1128.21435546875,656.4676818847656,56.65185546875,156.39508056640625,0.5605278015136719
MOT20-01,100,19,1,5.687171522772226,0.1970991845650133,3.527046110374502,5.261718302878313,1.4918201061793386,0.21763519178584606,77.1718047161398,1,1262.7878535420652,650.8217916632815,61.61502284648366,152.446112694584,1262.7864416725388,646.496536938827,61.248989794076806,152.2142776430835,1268.0357666015625,650.4408874511719,62.678466796875,152.77899169921875,0.5860426425933838
MOT20-01,102,19,3,6.650772600042299,0.4012831405784898,3.527046110374502,5.5043626607401395,1.5606154522759232,0.3012023708197221,73.70989814105187,1,1262.7878535420652,650.8217916632815,61.61502284648366,152.446112694584,1266.2358629817666,645.1360340712929,61.248989794076806,152.2142776430835,1278.884033203125,654.5089416503906,67.5,166.33929443359375,0.1258307695388794
MOT20-01,128,29,1,6.968412454432177,0.11710811387173492,4.338119107503441,3.3165544525680875,0.7645143829342074,0.5033108415490121,23.134386018750256,1,1211.081097453366,668.1441549672074,64.93137132501899,168.9812678254395,1211.2626593403495,664.2655696142654,63.034690284558565,164.20719243071858,1212.2880249023438,671.2333068847656,65.6920166015625,176.28350830078125,0.5320014953613281
MOT20-01,131,29,4,7.928562784642596,0.13227803896812695,4.338119107503441,2.410923516518639,0.5557531862941656,0.5158020860786553,21.080710034345636,1,1211.081097453366,668.1441549672074,64.93137132501899,168.9812678254395,1219.5655047583123,664.9976104702093,63.034690284558565,164.20719243071858,1216.8080444335938,660.3851013183594,63.8839111328125,164.22991943359375,0.16104549169540405
MOT20-01,144,29,1,5.831900997098721,0.15894361872254048,4.04289635835792,4.587306565616584,1.1346584623999076,0.1533308237601603,53.125424874798874,1,1246.07262949711,674.6326815037746,67.36901886961792,169.60478793960456,1242.7623051847006,675.6950855903538,67.10620721909254,168.47685057244826,1247.2433471679688,679.0680847167969,65.6920166015625,172.66741943359375,0.2965693473815918
MOT20-01,147,29,1,5.161881890771761,0.05232661134052019,3.0022698284350033,2.6141496633699433,0.8707244227720278,0.157296221564447,59.98426719801396,1,1251.1036231200023,675.889463798694,65.1681204859294,166.0801304166471,1253.3953726983755,675.7931570673919,65.5893807635598,169.1404580870801,1252.66748046875,673.794677734375,64.486572265625,163.9285888671875,0.3206014633178711
MOT20-01,148,28,2,2.800844498672123,0.13083070429748112,4.168724955473158,1.0585959978999888,0.2539375970367506,0.5645972073110455,27.86599496044532,1,1040.4729916295578,686.2230193102081,66.70392441913665,180.21264541584335,1040.0993463633697,680.3427157881564,66.9726905058128,173.41906434374073,1042.0312805175781,687.6562805175781,66.29461669921875,179.59820556640625,0.22893619537353516
MOT20-01,150,28,4,3.3503619029872227,0.11573821300531228,4.168724955473158,2.478284887259222,0.594494698913983,0.4851805815908526,44.9105458421191,1,1040.4729916295578,686.2230193102081,66.70392441913665,180.21264541584335,1039.3161089557132,680.6945058752967,66.9726905058128,173.41906434374073,1041.4286193847656,676.3560485839844,63.88397216796875,163.62725830078125,0.36770474910736084
MOT20-01,152,29,6,7.5726998069067095,0.36086412354106756,3.0022698284350033,0.27881896807111745,0.09286939016286146,0.258685790587063,58.64951476448723,1,1251.1036231200023,675.889463798694,65.1681204859294,166.0801304166471,1264.807304616218,675.1905170696683,65.5893807635598,169.1404580870801,1251.1607666015625,677.5614013671875,67.5,170.859375,0.13968944549560547
MOT20-01,172,13,1,8.750037966685037,0.21649781092621168,8.03203813752118,8.320906234706037,1.0359644827675092,0.10127481337474994,67.62965160215151,1,1869.90635882171,774.7095452524029,77.3455351211707,207.19575156903332,1871.3062725155357,774.7276654633883,74.81278305356454,202.228609167968,1877.946533203125,776.8526916503906,74.732177734375,216.96429443359375,0.5280261039733887
MOT20-01,178,26,1,0.5444474272699023,0.08148029263271483,0.9343158981237214,1.3756494068289797,1.4723600546576778,0.3741511622786589,22.47400975623197,2,1436.9274073791319,480.91537269850335,54.76227806322565,97.17187382831278,1436.737709361962,478.542208010051,54.26748764763852,96.55739974017047,1435.5803833007812,480.6361999511719,55.4464111328125,98.23663330078125,0.5189781188964844
MOT20-01,179,20,1,3.3113842252859658,0.38263430169259494,3.2989181920097566,17.206683013692345,5.215856232921539,0.36555044632643524,31.82187459095123,1,1072.5411351114624,692.8570826244812,85.02944986717276,200.45958698325487,1072.915600203657,691.6941666945357,80.67059718253813,198.34469782829,1066.7410888671875,676.6574096679688,60.267822265625,165.435302734375,0.42705821990966797
MOT20-01,185,32,1,8.439957889870142,0.13574128898090698,4.648500898104568,5.6805667026993705,1.2220212122612752,0.0,126.46958797296678,2,1863.912162431872,767.5786798378195,101.54860266191993,210.62223366272164,1862.88395327015,767.6213845382727,98.25047959016047,211.2352657247195,1869.509033203125,766.6071472167969,101.25,208.52679443359375,0.5419478416442871
MOT20-01,189,32,2,9.145051778539695,0.3123237533864247,6.893707076988852,5.066293345677685,0.7349156686086848,0.0,117.18136738737321,3,1883.8848737988856,772.4222143893863,84.50866860171548,223.45059152692735,1886.0386779608286,770.5634838067232,91.8100472502324,214.84969500617262,1887.58935546875,762.9910888671875,67.5,209.732177734375,0.11471986770629883
MOT20-01,193,24,1,0.8306169398276826,0.1449031341697321,1.0654434204255454,1.6130854459132344,1.5140038550981496,0.3559403927414418,19.80788892064171,2,1408.778752888343,474.69059880520354,40.007718705280446,80.205527420501,1406.7382374423794,474.6040464081611,39.03943979897167,80.36960123793654,1409.0625610351562,473.10267639160156,38.5714111328125,79.55355834960938,0.5944538116455078
MOT20-01,193,26,1,0.5596977188300941,0.019009350512589562,1.5602592666784918,4.974418252709646,3.1881997812448684,0.5245127518439753,15.46206437094799,1,1439.2076633470351,474.8485633449697,52.99451912915359,91.82967717115609,1443.5273672882736,476.0857124972032,52.897368487680524,92.80807710828759,1444.0178833007812,476.1160888671875,53.0357666015625,92.8125,0.39066314697265625
MOT20-01,197,24,1,0.6803835276062238,0.10442697457103056,1.5898497642737985,1.2631736590514284,0.7945239150495537,0.4270311852837277,16.74224291630234,1,1411.0439324807126,471.57862854151233,40.83124810864086,79.65020106190484,1409.8659927220367,471.67622050841175,40.572565966133425,80.24681500740746,1411.4732666015625,470.3906555175781,40.982177734375,80.15625,0.3728163242340088
